semester,occupancy-student,occupancy-permanent-academic-staff ,temp-acaemic,executive-non-academic,other-non-academic ,no-of-degree-programs ,no-of-departments,total 
2,1600,74,49,3,24,5,7,44072.92365
2,1600,74,49,4,8,5,7,43451.64245
2,1600,74,49,4,24,5,7,44160.56195
2,1600,74,57,1,8,5,8,44016.32225
2,1600,74,57,1,24,5,8,44725.24175
2,1600,74,57,2,8,5,8,44117.67755
2,1600,74,57,2,24,5,8,44826.59705
2,1600,74,57,3,8,5,8,44213.58475
2,1600,74,57,3,24,5,8,44922.50425
2,1600,74,57,4,8,5,8,44301.22305
2,1600,74,57,4,24,5,8,45010.14255
2,1600,83,16,1,8,5,3,42018.43115
2,1600,83,16,1,24,5,3,42727.35065
2,1600,83,16,2,8,5,3,42119.78645
2,1600,83,16,2,24,5,3,42828.70595
2,1600,83,16,3,8,5,3,42215.69365
2,1600,83,16,3,24,5,3,42924.61315
2,1600,83,16,4,8,5,3,42303.33195
2,1600,83,16,4,24,5,3,43012.25145
2,1600,83,24,1,8,5,4,42545.73855
2,1600,83,24,1,24,5,4,43254.65805
2,1600,83,24,2,8,5,4,42647.09385
2,1600,83,24,2,24,5,4,43356.01335
2,1600,83,24,3,8,5,4,42743.00105
2,1600,83,24,3,24,5,4,43451.92055
2,1600,83,24,4,8,5,4,42830.63935
2,1600,83,24,4,24,5,4,43539.55885
2,1600,83,32,1,8,5,5,43006.11995
2,1600,83,32,1,24,5,5,43715.03945
2,1600,83,32,2,8,5,5,43107.47525
2,1600,83,32,2,24,5,5,43816.39475
2,1600,83,32,3,8,5,5,43203.38245
2,1600,83,32,3,24,5,5,43912.30195
2,1600,83,32,4,8,5,5,43291.02075
2,1600,83,32,4,24,5,5,43999.94025
2,1600,83,40,1,8,5,6,43317.95355
2,1600,83,40,1,24,5,6,44026.87305
2,1600,83,40,2,8,5,6,43419.30885
2,1600,83,40,2,24,5,6,44128.22835
2,1600,83,40,3,8,5,6,43515.21605
2,1600,83,40,3,24,5,6,44224.13555
2,1600,83,40,4,8,5,6,43602.85435
2,1600,83,49,1,8,5,7,43725.53095
2,1600,83,49,1,24,5,7,44434.45045
2,1600,83,49,2,8,5,7,43826.88625
2,1600,83,49,2,24,5,7,44535.80575
2,1600,83,49,3,8,5,7,43922.79345
2,1600,83,49,3,24,5,7,44631.71295
2,1600,83,49,4,8,5,7,44010.43175
2,1600,83,57,1,8,5,8,44575.11155
2,1600,83,57,1,24,5,8,45284.03105
2,1600,83,57,2,8,5,8,44676.46685
2,1600,83,57,2,24,5,8,45385.38635
2,1600,83,57,3,8,5,8,44772.37405
2,1600,83,57,3,24,5,8,45481.29355
2,1600,83,57,4,8,5,8,44860.01235
2,1600,83,57,4,24,5,8,45568.93185
2,1600,92,16,1,8,5,3,42686.72795
2,1600,92,16,1,24,5,3,43395.64745
2,1600,92,16,2,8,5,3,42788.08325
2,1600,92,16,2,24,5,3,43497.00275
2,1600,92,16,3,8,5,3,42883.99045
2,1600,92,16,3,24,5,3,43592.90995
2,1600,92,16,4,8,5,3,42971.62875
2,1600,92,16,4,24,5,3,43680.54825
2,1600,92,24,1,8,5,4,43228.03535
2,1600,92,24,1,24,5,4,43936.95485
2,1600,92,24,2,8,5,4,43329.39065
2,1600,92,24,2,24,5,4,44038.31015
2,1600,92,24,3,8,5,4,43425.29785
2,1600,92,24,3,24,5,4,44134.21735
2,1600,92,24,4,8,5,4,43512.93615
2,1600,92,24,4,24,5,4,44221.85565
2,1600,92,32,1,8,5,5,43688.41675
2,1600,92,32,1,24,5,5,44397.33625
2,1600,92,32,2,8,5,5,43789.77205
2,1600,92,32,2,24,5,5,44498.69155
2,1600,92,32,3,8,5,5,43885.67925
2,1600,92,32,3,24,5,5,44594.59875
2,1600,92,32,4,8,5,5,43973.31755
2,1600,92,32,4,24,5,5,44682.23705
2,1600,92,40,1,8,5,6,44000.25035
2,1600,92,40,1,24,5,6,44709.16985
2,1600,92,40,2,8,5,6,44101.60565
2,1600,92,40,2,24,5,6,44810.52515
2,1600,92,40,3,8,5,6,44197.51285
2,1600,92,40,3,24,5,6,44906.43235
2,1600,92,40,4,8,5,6,44285.15115
2,1600,92,40,4,24,5,6,44994.07065
2,1600,92,49,1,8,5,7,44407.82775
2,1600,92,49,1,24,5,7,45116.74725
2,1600,92,49,2,8,5,7,44509.18305
2,1600,92,49,2,24,5,7,45218.10255
2,1600,92,49,3,8,5,7,44605.09025
2,1600,92,49,3,24,5,7,45314.00975
2,1600,92,49,4,8,5,7,44692.72855
2,1600,92,49,4,24,5,7,45401.64805
2,1600,92,57,1,8,5,8,45257.40835
2,1600,92,57,1,24,5,8,45966.32785
2,1600,92,57,2,8,5,8,45358.76365
2,1600,92,57,2,24,5,8,46067.68315
2,1600,92,57,3,8,5,8,45454.67085
2,1600,92,57,3,24,5,8,46163.59035
2,1600,92,57,4,8,5,8,45542.30915
2,1600,92,57,4,24,5,8,46251.22865
2,1600,95,16,1,8,5,3,43709.88675
2,1600,95,16,1,24,5,3,44418.80625
2,1600,95,16,2,8,5,3,43811.24205
2,1600,95,16,2,24,5,3,44520.16155
2,1600,95,16,3,8,5,3,43907.14925
2,1600,95,16,3,24,5,3,44616.06875
2,1600,95,16,4,8,5,3,43994.78755
2,1600,95,16,4,24,5,3,44703.70705
2,1600,95,24,1,8,5,4,44251.19415
2,1600,95,24,1,24,5,4,44960.11365
2,1600,95,24,2,8,5,4,44352.54945
2,1600,95,24,2,24,5,4,45061.46895
2,1600,95,24,3,8,5,4,44448.45665
2,1600,95,24,3,24,5,4,45157.37615
2,1600,95,24,4,8,5,4,44536.09495
2,1600,95,24,4,24,5,4,45245.01445
2,1600,95,32,1,8,5,5,44711.57555
2,1600,95,32,1,24,5,5,45420.49505
2,1600,95,32,2,8,5,5,44812.93085
2,1600,95,32,2,24,5,5,45521.85035
2,1600,95,32,3,8,5,5,44908.83805
2,1600,95,32,3,24,5,5,45617.75755
2,1600,95,32,4,8,5,5,44996.47635
2,1600,95,32,4,24,5,5,45705.39585
2,1600,95,40,1,8,5,6,45023.40915
2,1600,95,40,1,24,5,6,45732.32865
2,1600,95,40,2,8,5,6,45124.76445
2,1600,95,40,2,24,5,6,45833.68395
2,1600,95,40,3,8,5,6,45220.67165
2,1600,95,40,3,24,5,6,45929.59115
2,1600,95,40,4,8,5,6,45308.30995
2,1600,95,40,4,24,5,6,46017.22945
2,1600,95,49,1,8,5,7,45430.98655
2,1600,95,49,1,24,5,7,46139.90605
2,1600,95,49,2,8,5,7,45532.34185
2,1600,95,49,2,24,5,7,46241.26135
2,1600,95,49,3,8,5,7,45628.24905
2,1600,95,49,3,24,5,7,46337.16855
2,1600,95,49,4,8,5,7,45715.88735
2,1600,95,49,4,24,5,7,46424.80685
2,1600,95,57,1,8,5,8,46280.56715
2,1600,95,57,1,24,5,8,46989.48665
2,1600,95,57,2,8,5,8,46381.92245
2,1600,95,57,2,24,5,8,47090.84195
2,1600,95,57,3,8,5,8,46477.82965
2,1600,95,57,3,24,5,8,47186.74915
2,1600,95,57,4,8,5,8,46565.46795
2,1600,95,57,4,24,5,8,47274.38745
1,1250,20,16,1,8,5,3,28559.08055
1,1250,20,16,1,24,5,3,29268.00005
1,1250,20,16,2,8,5,3,28660.43585
1,1250,20,16,2,24,5,3,29369.35535
1,1250,20,16,3,8,5,3,28756.34305
1,1250,20,16,3,24,5,3,29465.26255
1,1250,20,16,4,8,5,3,28843.98135
1,1250,20,16,4,24,5,3,29552.90085
1,1250,20,24,1,8,5,4,29100.38795
1,1250,20,24,1,24,5,4,29809.30745
1,1250,20,24,2,8,5,4,29201.74325
1,1250,20,24,2,24,5,4,29910.66275
1,1250,20,24,3,8,5,4,29297.65045
1,1250,20,24,3,24,5,4,30006.56995
1,1250,20,24,4,8,5,4,29385.28875
1,1250,20,24,4,24,5,4,30094.20825
1,1250,20,32,1,8,5,5,29560.76935
1,1250,20,32,1,24,5,5,30269.68885
1,1250,20,32,2,8,5,5,29662.12465
1,1250,20,32,2,24,5,5,30371.04415
1,1250,20,32,3,8,5,5,29758.03185
1,1250,20,32,3,24,5,5,30466.95135
1,1250,20,32,4,8,5,5,29845.67015
1,1250,20,32,4,24,5,5,30554.58965
1,1250,20,40,1,8,5,6,29872.60295
1,1250,20,40,1,24,5,6,30581.52245
1,1250,20,40,2,8,5,6,29973.95825
1,1250,20,40,2,24,5,6,30682.87775
1,1250,20,40,3,8,5,6,30069.86545
1,1250,20,40,3,24,5,6,30778.78495
1,1250,20,40,4,8,5,6,30157.50375
1,1250,20,40,4,24,5,6,30866.42325
1,1250,20,49,1,8,5,7,30280.18035
1,1250,20,49,1,24,5,7,30989.09985
1,1250,20,49,2,8,5,7,30381.53565
1,1250,20,49,2,24,5,7,31090.45515
1,1250,20,49,3,8,5,7,30477.44285
1,1250,20,49,3,24,5,7,31186.36235
1,1250,20,49,4,8,5,7,30565.08115
1,1250,20,49,4,24,5,7,31274.00065
1,1250,20,57,1,8,5,8,31129.76095
1,1250,20,57,1,24,5,8,31838.68045
1,1250,20,57,2,8,5,8,31231.11625
1,1250,20,57,2,24,5,8,31940.03575
1,1250,20,57,3,8,5,8,31327.02345
1,1250,20,57,3,24,5,8,32035.94295
1,1250,20,57,4,8,5,8,31414.66175
1,1250,20,57,4,24,5,8,32123.58125
1,1250,26,16,1,8,5,3,29558.70115
1,1250,26,16,1,24,5,3,30267.62065
1,1250,26,16,2,8,5,3,29660.05645
1,1250,26,16,2,24,5,3,30368.97595
1,1250,26,16,3,8,5,3,29755.96365
1,1250,26,16,3,24,5,3,30464.88315
1,1250,26,16,4,8,5,3,29843.60195
1,1250,26,16,4,24,5,3,30552.52145
1,1250,26,24,1,8,5,4,30100.00855
1,1250,26,24,1,24,5,4,30808.92805
1,1250,26,24,2,8,5,4,30201.36385
1,1250,26,24,2,24,5,4,30910.28335
1,1250,26,24,3,8,5,4,30297.27105
1,1250,26,24,3,24,5,4,31006.19055
1,1250,26,24,4,8,5,4,30384.90935
1,1250,26,32,1,8,5,5,30560.38995
1,1250,26,32,1,24,5,5,31269.30945
1,1250,26,32,2,8,5,5,30661.74525
1,1250,26,32,2,24,5,5,31370.66475
1,1250,20,32,3,8,5,5,30757.65245
1,1250,20,32,3,24,5,5,31466.57195
1,1250,20,32,4,8,5,5,30845.29075
1,1250,26,40,1,8,5,6,30872.22355
1,1250,26,40,1,24,5,6,31581.14305
1,1250,26,40,2,8,5,6,30973.57885
1,1250,26,40,2,24,5,6,31682.49835
1,1250,26,40,3,8,5,6,31069.48605
1,1250,26,40,3,24,5,6,31778.40555
1,1250,26,40,4,8,5,6,31157.12435
1,1250,26,49,1,8,5,7,31279.80095
1,1250,26,49,1,24,5,7,31988.72045
1,1250,26,49,2,8,5,7,31381.15625
1,1250,26,49,2,24,5,7,32090.07575
1,1250,26,49,3,8,5,7,31477.06345
1,1250,26,49,3,24,5,7,32185.98295
1,1250,26,49,4,8,5,7,31564.70175
1,1250,26,57,1,8,5,8,32129.38155
1,1250,26,57,1,24,5,8,32838.30105
1,1250,26,57,2,8,5,8,32230.73685
1,1250,26,57,2,24,5,8,32939.65635
1,1250,26,57,3,8,5,8,32326.64405
1,1250,26,57,3,24,5,8,33035.56355
1,1250,26,57,4,8,5,8,32414.28235
1,1250,26,57,4,24,5,8,33123.20185
1,1250,35,16,1,8,5,3,30334.66115
1,1250,35,16,1,24,5,3,31043.58065
1,1250,35,16,2,8,5,3,30436.01645
1,1250,35,16,2,24,5,3,31144.93595
1,1250,35,16,3,8,5,3,30531.92365
1,1250,35,16,3,24,5,3,31240.84315
1,1250,35,16,4,8,5,3,30619.56195
1,1250,35,24,1,8,5,4,30875.96855
1,1250,35,24,1,24,5,4,31584.88805
1,1250,35,24,2,8,5,4,30977.32385
1,1250,35,24,2,24,5,4,31686.24335
1,1250,35,24,3,8,5,4,31073.23105
1,1250,35,24,3,24,5,4,31782.15055
1,1250,35,24,4,8,5,4,31160.86935
1,1250,35,24,4,24,5,4,31869.78885
1,1250,35,32,1,8,5,5,31336.34995
1,1250,35,32,1,24,5,5,32045.26945
1,1250,35,32,2,8,5,5,31437.70525
1,1250,35,32,2,24,5,5,32146.62475
1,1250,35,32,3,8,5,5,31533.61245
1,1250,35,32,3,24,5,5,32242.53195
1,1250,35,32,4,8,5,5,31621.25075
1,1250,35,32,4,24,5,5,32330.17025
1,1250,35,40,1,8,5,6,31648.18355
1,1250,35,40,1,24,5,6,32357.10305
1,1250,35,40,2,8,5,6,31749.53885
1,1250,35,40,2,24,5,6,32458.45835
1,1250,20,40,3,8,5,6,31845.44605
1,1250,20,40,3,24,5,6,32554.36555
1,1250,20,40,4,8,5,6,31933.08435
1,1250,20,40,4,24,5,6,32642.00385
1,1250,35,49,1,8,5,7,32055.76095
1,1250,35,49,1,24,5,7,32764.68045
1,1250,35,49,2,8,5,7,32157.11625
1,1250,35,49,2,24,5,7,32866.03575
1,1250,20,49,3,8,5,7,32253.02345
1,1250,20,49,3,24,5,7,32961.94295
1,1250,20,49,4,8,5,7,32340.66175
1,1250,35,57,1,8,5,8,32905.34155
1,1250,35,57,1,24,5,8,33614.26105
1,1250,35,57,2,8,5,8,33006.69685
1,1250,35,57,2,24,5,8,33715.61635
1,1250,35,57,3,8,5,8,33102.60405
1,1250,35,57,3,24,5,8,33811.52355
1,1250,35,57,4,8,5,8,33190.24235
1,1250,35,57,4,24,5,8,33899.16185
1,1250,44,16,1,8,5,3,31251.90645
1,1250,44,16,1,24,5,3,31960.82595
1,1250,44,16,2,8,5,3,31353.26175
1,1250,44,16,2,24,5,3,32062.18125
1,1250,44,16,3,8,5,3,31449.16895
1,1250,44,16,3,24,5,3,32158.08845
1,1250,44,16,4,8,5,3,31536.80725
1,1250,44,24,1,8,5,4,31793.21385
1,1250,44,24,1,24,5,4,32502.13335
1,1250,44,24,2,8,5,4,31894.56915
1,1250,44,24,2,24,5,4,32603.48865
1,1250,44,24,3,8,5,4,31990.47635
1,1250,44,24,3,24,5,4,32699.39585
1,1250,44,24,4,8,5,4,32078.11465
1,1250,44,24,4,24,5,4,32787.03415
1,1250,44,32,1,8,5,5,32253.59525
1,1250,44,32,1,24,5,5,32962.51475
1,1250,44,32,2,8,5,5,32354.95055
1,1250,44,32,2,24,5,5,33063.87005
1,1250,44,32,3,8,5,5,32450.85775
1,1250,44,32,3,24,5,5,33159.77725
1,1250,44,32,4,8,5,5,32538.49605
1,1250,44,32,4,24,5,5,33247.41555
1,1250,44,40,1,8,5,6,32565.42885
1,1250,44,40,1,24,5,6,33274.34835
1,1250,44,40,2,8,5,6,32666.78415
1,1250,44,40,2,24,5,6,33375.70365
1,1250,44,40,3,8,5,6,32762.69135
1,1250,44,40,3,24,5,6,33471.61085
1,1250,44,40,4,8,5,6,32850.32965
1,1250,44,40,4,24,5,6,33559.24915
1,1250,44,49,1,8,5,7,32973.00625
1,1250,44,49,1,24,5,7,33681.92575
1,1250,44,49,2,8,5,7,33074.36155
1,1250,44,49,2,24,5,7,33783.28105
1,1250,44,49,3,8,5,7,33170.26875
1,1250,44,49,3,24,5,7,33879.18825
1,1250,44,49,4,8,5,7,33257.90705
1,1250,44,49,4,24,5,7,33966.82655
1,1250,44,57,1,8,5,8,33822.58685
1,1250,44,57,1,24,5,8,34531.50635
1,1250,44,57,2,8,5,8,33923.94215
1,1250,44,57,2,24,5,8,34632.86165
1,1250,44,57,3,8,5,8,34019.84935
1,1250,44,57,3,24,5,8,34728.76885
1,1250,44,57,4,8,5,8,34107.48765
1,1250,44,57,4,24,5,8,34816.40715
1,1250,50,16,1,8,5,3,31769.68175
1,1250,50,16,1,24,5,3,32478.60125
1,1250,50,16,2,8,5,3,31871.03705
1,1250,50,16,2,24,5,3,32579.95655
1,1250,44,16,3,8,5,3,31966.94425
1,1250,44,16,3,24,5,3,32675.86375
1,1250,44,16,4,8,5,3,32054.58255
1,1250,44,16,4,24,5,3,32763.50205
1,1250,50,24,1,8,5,4,32310.98915
1,1250,50,24,1,24,5,4,33019.90865
1,1250,50,24,2,8,5,4,32412.34445
1,1250,50,24,2,24,5,4,33121.26395
1,1250,50,24,3,8,5,4,32508.25165
1,1250,50,24,3,24,5,4,33217.17115
1,1250,50,24,4,8,5,4,32595.88995
1,1250,50,24,4,24,5,4,33304.80945
1,1250,50,32,1,8,5,5,32771.37055
1,1250,50,32,1,24,5,5,33480.29005
1,1250,50,32,2,8,5,5,32872.72585
1,1250,50,32,2,24,5,5,33581.64535
1,1250,50,32,3,8,5,5,32968.63305
1,1250,50,32,3,24,5,5,33677.55255
1,1250,50,32,4,8,5,5,33056.27135
1,1250,50,32,4,24,5,5,33765.19085
1,1250,50,40,1,8,5,6,33083.20415
1,1250,50,40,1,24,5,6,33792.12365
1,1250,50,40,2,8,5,6,33184.55945
1,1250,50,40,2,24,5,6,33893.47895
1,1250,20,40,3,8,5,6,33280.46665
1,1250,20,40,3,24,5,6,33989.38615
1,1250,20,40,4,8,5,6,33368.10495
1,1250,20,40,4,24,5,6,34077.02445
1,1250,50,49,1,8,5,7,33490.78155
1,1250,50,49,1,24,5,7,34199.70105
1,1250,50,49,2,8,5,7,33592.13685
1,1250,50,49,2,24,5,7,34301.05635
1,1250,20,49,3,8,5,7,33688.04405
1,1250,20,49,3,24,5,7,34396.96355
1,1250,20,49,4,8,5,7,33775.68235
1,1250,20,49,4,24,5,7,34484.60185
1,1250,50,57,1,8,5,8,34340.36215
1,1250,50,57,1,24,5,8,35049.28165
1,1250,50,57,2,8,5,8,34441.71745
1,1250,50,57,2,24,5,8,35150.63695
1,1250,50,57,3,8,5,8,34537.62465
1,1250,50,57,3,24,5,8,35246.54415
1,1250,50,57,4,8,5,8,34625.26295
1,1250,50,57,4,24,5,8,35334.18245
1,1250,59,16,1,8,5,3,32466.93045
1,1250,59,16,1,24,5,3,33175.84995
1,1250,59,16,2,8,5,3,32568.28575
1,1250,59,16,2,24,5,3,33277.20525
1,1250,59,16,3,8,5,3,32664.19295
1,1250,59,16,3,24,5,3,33373.11245
1,1250,59,16,4,8,5,3,32751.83125
1,1250,59,16,4,24,5,3,33460.75075
1,1250,59,24,1,8,5,4,33008.23785
1,1250,59,24,1,24,5,4,33717.15735
1,1250,59,24,2,8,5,4,33109.59315
1,1250,59,24,2,24,5,4,33818.51265
1,1250,59,24,3,8,5,4,33205.50035
1,1250,59,24,3,24,5,4,33914.41985
1,1250,59,24,4,8,5,4,33293.13865
1,1250,59,24,4,24,5,4,34002.05815
1,1250,59,32,1,8,5,5,33468.61925
1,1250,59,32,1,24,5,5,34177.53875
1,1250,59,32,2,8,5,5,33569.97455
1,1250,59,32,2,24,5,5,34278.89405
1,1250,59,32,3,8,5,5,33665.88175
1,1250,59,32,3,24,5,5,34374.80125
1,1250,59,32,4,8,5,5,33753.52005
1,1250,59,32,4,24,5,5,34462.43955
1,1250,59,40,1,8,5,6,33780.45285
1,1250,59,40,1,24,5,6,34489.37235
1,1250,59,40,2,8,5,6,33881.80815
1,1250,59,40,2,24,5,6,34590.72765
1,1250,59,40,3,8,5,6,33977.71535
1,1250,59,40,3,24,5,6,34686.63485
1,1250,59,40,4,8,5,6,34065.35365
1,1250,59,40,4,24,5,6,34774.27315
1,1250,59,49,1,8,5,7,34188.03025
1,1250,59,49,1,24,5,7,34896.94975
1,1250,59,49,2,8,5,7,34289.38555
1,1250,59,49,2,24,5,7,34998.30505
1,1250,59,49,3,8,5,7,34385.29275
1,1250,59,49,3,24,5,7,35094.21225
1,1250,59,49,4,8,5,7,34472.93105
1,1250,59,49,4,24,5,7,35181.85055
1,1250,59,57,1,8,5,8,35037.61085
1,1250,59,57,1,24,5,8,35746.53035
1,1250,59,57,2,8,5,8,35138.96615
1,1250,59,57,2,24,5,8,35847.88565
1,1250,59,57,3,8,5,8,35234.87335
1,1250,59,57,3,24,5,8,35943.79285
1,1250,59,57,4,8,5,8,35322.51165
1,1250,59,57,4,24,5,8,36031.43115
1,1250,68,16,1,8,5,3,33256.01835
1,1250,68,16,1,24,5,3,33964.93785
1,1250,68,16,2,8,5,3,33357.37365
1,1250,68,16,2,24,5,3,34066.29315
1,1250,68,16,3,8,5,3,33453.28085
1,1250,68,16,3,24,5,3,34162.20035
1,1250,68,16,4,8,5,3,33540.91915
1,1250,68,16,4,24,5,3,34249.83865
1,1250,68,24,1,8,5,4,33797.32575
1,1250,68,24,1,24,5,4,34506.24525
1,1250,68,24,2,8,5,4,33898.68105
1,1250,68,24,2,24,5,4,34607.60055
1,1250,68,24,3,8,5,4,33994.58825
1,1250,68,24,3,24,5,4,34703.50775
1,1250,68,24,4,8,5,4,34082.22655
1,1250,68,24,4,24,5,4,34791.14605
1,1250,68,32,1,8,5,5,34257.70715
1,1250,68,32,1,24,5,5,34966.62665
1,1250,68,32,2,8,5,5,34359.06245
1,1250,68,32,2,24,5,5,35067.98195
1,1250,68,32,3,8,5,5,34454.96965
1,1250,68,32,3,24,5,5,35163.88915
1,1250,68,32,4,8,5,5,34542.60795
1,1250,68,32,4,24,5,5,35251.52745
1,1250,68,40,1,8,5,6,34569.54075
1,1250,68,40,1,24,5,6,35278.46025
1,1250,68,40,2,8,5,6,34670.89605
1,1250,68,40,2,24,5,6,35379.81555
1,1250,68,40,3,8,5,6,34766.80325
1,1250,68,40,3,24,5,6,35475.72275
1,1250,68,40,4,8,5,6,34854.44155
1,1250,68,40,4,24,5,6,35563.36105
1,1250,68,49,1,8,5,7,34977.11815
1,1250,68,49,1,24,5,7,35686.03765
1,1250,68,49,2,8,5,7,35078.47345
1,1250,68,49,2,24,5,7,35787.39295
1,1250,68,49,3,8,5,7,35174.38065
1,1250,68,49,3,24,5,7,35883.30015
1,1250,68,49,4,8,5,7,35262.01895
1,1250,68,49,4,24,5,7,35970.93845
1,1250,68,57,1,8,5,8,35826.69875
1,1250,68,57,1,24,5,8,36535.61825
1,1250,68,57,2,8,5,8,35928.05405
1,1250,68,57,2,24,5,8,36636.97355
1,1250,68,57,3,8,5,8,36023.96125
1,1250,68,57,3,24,5,8,36732.88075
1,1250,68,57,4,8,5,8,36111.59955
1,1250,68,57,4,24,5,8,36820.51905
1,1250,74,16,1,8,5,3,33727.07005
1,1250,74,16,1,24,5,3,34435.98955
1,1250,74,16,2,8,5,3,33828.42535
1,1250,74,16,2,24,5,3,34537.34485
1,1250,74,16,3,8,5,3,33924.33255
1,1250,74,16,3,24,5,3,34633.25205
1,1250,74,16,4,8,5,3,34011.97085
1,1250,74,16,4,24,5,3,34720.89035
1,1250,74,24,1,8,5,4,34268.37745
1,1250,74,24,1,24,5,4,34977.29695
1,1250,74,24,2,8,5,4,34369.73275
1,1250,74,24,2,24,5,4,35078.65225
1,1250,74,24,3,8,5,4,34465.63995
1,1250,74,24,3,24,5,4,35174.55945
1,1250,74,24,4,8,5,4,34553.27825
1,1250,74,24,4,24,5,4,35262.19775
1,1250,74,32,1,8,5,5,34728.75885
1,1250,74,32,1,24,5,5,35437.67835
1,1250,74,32,2,8,5,5,34830.11415
1,1250,74,32,2,24,5,5,35539.03365
1,1250,74,32,3,8,5,5,34926.02135
1,1250,74,32,3,24,5,5,35634.94085
1,1250,74,32,4,8,5,5,35013.65965
1,1250,74,32,4,24,5,5,35722.57915
1,1250,74,40,1,8,5,6,35040.59245
1,1250,74,40,1,24,5,6,35749.51195
1,1250,74,40,2,8,5,6,35141.94775
1,1250,74,40,2,24,5,6,35850.86725
1,1250,74,40,3,8,5,6,35237.85495
1,1250,74,40,3,24,5,6,35946.77445
1,1250,74,40,4,8,5,6,35325.49325
1,1250,74,40,4,24,5,6,36034.41275
1,1250,74,49,1,8,5,7,35448.16985
1,1250,74,49,1,24,5,7,36157.08935
1,1250,74,49,2,8,5,7,35549.52515
1,1250,74,49,2,24,5,7,36258.44465
1,1250,74,49,3,8,5,7,35645.43235
1,1250,74,49,3,24,5,7,36354.35185
1,1250,74,49,4,8,5,7,35733.07065
1,1250,74,49,4,24,5,7,36441.99015
1,1250,74,57,1,8,5,8,36297.75045
1,1250,74,57,1,24,5,8,37006.66995
1,1250,74,57,2,8,5,8,36399.10575
1,1250,74,57,2,24,5,8,37108.02525
1,1250,74,57,3,8,5,8,36495.01295
1,1250,74,57,3,24,5,8,37203.93245
1,1250,74,57,4,8,5,8,36582.65125
1,1250,74,57,4,24,5,8,37291.57075
1,1250,83,16,1,8,5,3,34299.85935
1,1250,83,16,1,24,5,3,35008.77885
1,1250,83,16,2,8,5,3,34401.21465
1,1250,83,16,2,24,5,3,35110.13415
1,1250,83,16,3,8,5,3,34497.12185
1,1250,83,16,3,24,5,3,35206.04135
1,1250,83,16,4,8,5,3,34584.76015
1,1250,83,16,4,24,5,3,35293.67965
1,1250,83,24,1,8,5,4,34827.16675
1,1250,83,24,1,24,5,4,35536.08625
1,1250,83,24,2,8,5,4,34928.52205
1,1250,83,24,2,24,5,4,35637.44155
1,1250,83,24,3,8,5,4,35024.42925
1,1250,83,24,3,24,5,4,35733.34875
1,1250,83,24,4,8,5,4,35112.06755
1,1250,83,24,4,24,5,4,35820.98705
1,1250,83,32,1,8,5,5,35287.54815
1,1250,83,32,1,24,5,5,35996.46765
1,1250,83,32,2,8,5,5,35388.90345
1,1250,83,32,2,24,5,5,36097.82295
1,1250,83,32,3,8,5,5,35484.81065
1,1250,83,32,3,24,5,5,36193.73015
1,1250,83,32,4,8,5,5,35572.44895
1,1250,83,32,4,24,5,5,36281.36845
1,1250,83,40,1,8,5,6,35599.38175
1,1250,83,40,1,24,5,6,36308.30125
1,1250,83,40,2,8,5,6,35700.73705
1,1250,83,40,2,24,5,6,36409.65655
1,1250,83,40,3,8,5,6,35796.64425
1,1250,83,40,3,24,5,6,36505.56375
1,1250,83,40,4,8,5,6,35884.28255
1,1250,83,49,1,8,5,7,36006.95915
1,1250,83,49,1,24,5,7,36715.87865
1,1250,83,49,2,8,5,7,36108.31445
1,1250,83,49,2,24,5,7,36817.23395
1,1250,83,49,3,8,5,7,36204.22165
1,1250,83,49,3,24,5,7,36913.14115
1,1250,83,49,4,8,5,7,36291.85995
1,1250,83,57,1,8,5,8,36856.53975
1,1250,83,57,1,24,5,8,37565.45925
1,1250,83,57,2,8,5,8,36957.89505
1,1250,83,57,2,24,5,8,37666.81455
1,1250,83,57,3,8,5,8,37053.80225
1,1250,83,57,3,24,5,8,37762.72175
1,1250,83,57,4,8,5,8,37141.44055
1,1250,83,57,4,24,5,8,37850.36005
1,1250,92,16,1,8,5,3,34968.15615
1,1250,92,16,1,24,5,3,35677.07565
1,1250,92,16,2,8,5,3,35069.51145
1,1250,92,16,2,24,5,3,35778.43095
1,1250,92,16,3,8,5,3,35165.41865
1,1250,92,16,3,24,5,3,35874.33815
1,1250,92,16,4,8,5,3,35253.05695
1,1250,92,16,4,24,5,3,35961.97645
1,1250,92,24,1,8,5,4,35509.46355
1,1250,92,24,1,24,5,4,36218.38305
1,1250,92,24,2,8,5,4,35610.81885
1,1250,92,24,2,24,5,4,36319.73835
1,1250,92,24,3,8,5,4,35706.72605
1,1250,92,24,3,24,5,4,36415.64555
1,1250,92,24,4,8,5,4,35794.36435
1,1250,92,24,4,24,5,4,36503.28385
1,1250,92,32,1,8,5,5,35969.84495
1,1250,92,32,1,24,5,5,36678.76445
1,1250,92,32,2,8,5,5,36071.20025
1,1250,92,32,2,24,5,5,36780.11975
1,1250,92,32,3,8,5,5,36167.10745
1,1250,92,32,3,24,5,5,36876.02695
1,1250,92,32,4,8,5,5,36254.74575
1,1250,92,32,4,24,5,5,36963.66525
1,1250,92,40,1,8,5,6,36281.67855
1,1250,92,40,1,24,5,6,36990.59805
1,1250,92,40,2,8,5,6,36383.03385
1,1250,92,40,2,24,5,6,37091.95335
1,1250,92,40,3,8,5,6,36478.94105
